Protein.Group	detect_study	detect_internal	detect_plate_qc
Q9BUR5;Q9BUR5-2	0.540540540540541	1	1
Q9BV10	0.145945945945946	1	0.222222222222222
Q9BV19	0.151351351351351	0.777777777777778	0.111111111111111
Q9BV20	0.551351351351351	1	1
Q9BV35-2	0.205405405405405	0.555555555555556	0.333333333333333
Q9BV40	0.864864864864865	1	1
Q9BV44	0.248648648648649	1	0.888888888888889
Q9BV68	0.610810810810811	1	1
Q9BV73;Q9BV73-2	0.389189189189189	1	0.777777777777778
Q9BV79	0.297297297297297	1	0.666666666666667
Q9BV81	0.47027027027027	1	1
Q9BVA0	0.967567567567568	1	1
Q9BVC4	0.345945945945946	1	1
Q9BVC6	0.994594594594595	1	1
Q9BVG4	0.654054054054054	1	1
Q9BVG8;Q9BVG8-2;Q9BVG8-6	0.524324324324324	1	1
Q9BVG9	0.594594594594595	1	1
Q9BVJ6	0.518918918918919	1	1
Q9BVJ7	0.713513513513514	1	1
Q9BVK6	0.902702702702703	1	1
Q9BVL2;Q9BVL2-2;Q9BVL2-3	0.108108108108108	0.666666666666667	0.111111111111111
Q9BVL4	0.189189189189189	0.777777777777778	0.444444444444444
Q9BVM4	0.135135135135135	0.888888888888889	0.333333333333333
Q9BVQ7	0.135135135135135	0.777777777777778	0.222222222222222
Q9BVT8	0.524324324324324	1	1
Q9BVV7	0.297297297297297	1	1
Q9BW04	0.875675675675676	1	1
Q9BW27;Q9BW27-3	0.248648648648649	0.777777777777778	0.666666666666667
Q9BW60;Q9BW60-2	0.605405405405405	1	1
Q9BW62	0.502702702702703	1	1
Q9BW83	0.491891891891892	1	1
Q9BW91;Q9BW91-2	0.2	1	0.333333333333333
Q9BW92	0.0972972972972973	0.333333333333333	0
Q9BWD1	1	1	1
Q9BWF3	0.254054054054054	1	0.444444444444444
Q9BWH2	0.675675675675676	1	1
Q9BWH6	0.108108108108108	0.555555555555556	0.111111111111111
Q9BWL3	0.248648648648649	1	0.555555555555556
Q9BWM7	0.940540540540541	1	1
Q9BWP8;Q9BWP8-10;Q9BWP8-2;Q9BWP8-4;Q9BWP8-6;Q9BWP8-9	1	1	1
Q9BWQ6	0.124324324324324	0.555555555555556	0.333333333333333
Q9BWS9	0.718918918918919	1	1
Q9BX10	0.962162162162162	1	1
Q9BX59	0.513513513513514	1	1
Q9BX67	0.891891891891892	1	1
Q9BX68	0.918918918918919	1	1
Q9BX69	0.362162162162162	1	0.888888888888889
Q9BX70	0.178378378378378	0.888888888888889	0.555555555555556
Q9BX95	0.205405405405405	0.888888888888889	0.333333333333333
Q9BXA5	0.52972972972973	1	1
Q9BXA6	0.978378378378378	1	1
Q9BXB4	0.540540540540541	1	1
Q9BXD5	0.67027027027027	1	1
Q9BXJ8;Q9BXJ8-2	0.162162162162162	0.888888888888889	0.333333333333333
Q9BXJ9	0.848648648648649	1	1
Q9BXK5	0.589189189189189	1	0.888888888888889
Q9BXN1	1	1	1
Q9BXP2	0.335135135135135	1	1
Q9BXR6	0.983783783783784	1	1
Q9BXS5;Q9BXS5-2	0.978378378378378	1	1
Q9BXW6	0.335135135135135	1	1
Q9BXX0	0.216216216216216	0.111111111111111	0.555555555555556
Q9BY32	0.594594594594595	1	0.777777777777778
Q9BY43-2	0.794594594594595	1	1
Q9BY44	0.837837837837838	1	1
Q9BY50	0.227027027027027	0.888888888888889	0.666666666666667
Q9BY76	0.805405405405405	0.888888888888889	1
Q9BYB0	0.594594594594595	1	1
Q9BYC5	0.664864864864865	1	1
Q9BYC9	0.118918918918919	0.333333333333333	0.111111111111111
Q9BYD1	0.243243243243243	1	0.444444444444444
Q9BYD2	0.243243243243243	1	0.333333333333333
Q9BYD3-2	0.140540540540541	0.555555555555556	0.222222222222222
Q9BYE9	0.0918918918918919	0.333333333333333	0.111111111111111
Q9BYI3	0.67027027027027	1	1
Q9BYJ0	0.491891891891892	0.111111111111111	0.555555555555556
Q9BYJ9	0.156756756756757	0.777777777777778	0.222222222222222
Q9BYM8	0.72972972972973	1	1
Q9BYN8	0.205405405405405	0.777777777777778	0.333333333333333
Q9BYT3;Q9BYT3-2	0.0648648648648649	0.444444444444444	0.222222222222222
Q9BYV8	0.572972972972973	1	1
Q9BYX7	0.145945945945946	0.888888888888889	0.222222222222222
Q9BYZ2	0	0	0
Q9BZ23;Q9BZ23-3;Q9BZ23-4	0.356756756756757	1	0.888888888888889
Q9BZ29;Q9BZ29-3	0.178378378378378	1	0.333333333333333
Q9BZ67;Q9BZ67-2	0.708108108108108	1	1
Q9BZ72	0.881081081081081	1	1
Q9BZE9;Q9BZE9-2	0.767567567567568	1	1
Q9BZF1	0.724324324324324	1	1
Q9BZF3-3;Q9BZF3-5	0.389189189189189	1	1
Q9BZF9;Q9BZF9-2	0.886486486486487	1	1
Q9BZG1	0.67027027027027	1	1
Q9BZH6	0.85945945945946	1	1
Q9BZI7;Q9BZI7-2	0.389189189189189	1	0.888888888888889
Q9BZK7	0.583783783783784	1	1
Q9BZL4	0.237837837837838	1	0.555555555555556
Q9BZL4-3	0.886486486486487	1	1
Q9BZL6;Q9BZL6-3	0.789189189189189	1	1
Q9BZQ8	0.848648648648649	1	1
Q9BZV1	0.821621621621622	1	1
Q9BZW5	0.627027027027027	1	1
Q9BZW8-2;Q9BZW8-3	0.432432432432432	1	0.777777777777778
Q9BZZ5;Q9BZZ5-1;Q9BZZ5-2	0.12972972972973	0	0.111111111111111
Q9C005	0.189189189189189	0.888888888888889	0.777777777777778
Q9C026;Q9C026-4	0.0162162162162162	0.222222222222222	0.111111111111111
Q9C035	0.886486486486487	1	1
Q9C037;Q9C037-2	0.702702702702703	1	1
Q9C075	0.654054054054054	0.666666666666667	1
Q9C091-3	0.189189189189189	0.333333333333333	0.222222222222222
Q9C098	0.508108108108108	1	1
Q9C0A6	0	0	0.111111111111111
Q9C0B0	0.367567567567568	1	0.777777777777778
Q9C0B5;Q9C0B5-2	0.545945945945946	1	1
Q9C0C9	0.994594594594595	1	1
Q9C0D3	0.2	1	0.555555555555556
Q9C0D7;Q9C0D7-2	0.27027027027027	1	0.888888888888889
Q9C0D9	0.27027027027027	1	0.555555555555556
Q9C0E2	0.616216216216216	1	1
Q9C0E8;Q9C0E8-2	0.832432432432433	1	1
Q9C0F1	0.475675675675676	1	1
Q9C0H2;Q9C0H2-2	0.756756756756757	1	1
Q9C0I1	0.886486486486487	1	1
Q9C0I3	0.897297297297297	0.666666666666667	1
Q9GZM5	0.556756756756757	1	1
Q9GZN7	0.205405405405405	0.888888888888889	0.555555555555556
Q9GZN8;Q9GZN8-2	0.821621621621622	1	1
Q9GZP0;Q9GZP0-2	0.351351351351351	1	0.777777777777778
Q9GZP4;Q9GZP4-2	0.4	1	1
Q9GZP8	0.562162162162162	1	1
Q9GZP9	0.421621621621622	1	1
Q9GZQ3	0.6	1	1
Q9GZS3	0.848648648648649	1	1
Q9GZT3;Q9GZT3-2	0.475675675675676	1	1
Q9GZT6;Q9GZT6-2;Q9GZT6-3	0.324324324324324	0.777777777777778	0.555555555555556
Q9GZT8;Q9GZT8-2;Q9GZT8-3	0.524324324324324	1	0.888888888888889
Q9GZU7	0.410810810810811	1	1
Q9GZU7-2	0.962162162162162	1	1
Q9GZX9	0.378378378378378	1	0.555555555555556
Q9GZY6	0.697297297297297	1	1
Q9GZY8-2	0.681081081081081	1	1
Q9GZY8-5	0.286486486486487	1	0.666666666666667
Q9GZZ1	0.6	1	1
Q9GZZ8	0.12972972972973	0	0.111111111111111
Q9GZZ9	0.924324324324324	1	1
Q9H000	0.491891891891892	1	1
Q9H008;Q9H008-2	0.351351351351351	1	1
Q9H019;Q9H019-3	0.45945945945946	1	1
Q9H061	0.572972972972973	1	1
Q9H074	0.994594594594595	1	1
Q9H078-2	0.324324324324324	1	0.888888888888889
Q9H079	0.108108108108108	0.333333333333333	0.222222222222222
Q9H082	0.881081081081081	1	1
Q9H098;Q9H098-2	0.324324324324324	1	0.777777777777778
Q9H0A8	0.551351351351351	1	1
Q9H0B8	0.989189189189189	1	1
Q9H0E2	0.978378378378378	1	1
Q9H0F6	0.297297297297297	1	0.777777777777778
Q9H0I9	0.410810810810811	1	0.777777777777778
Q9H0J9	0.432432432432432	1	1
Q9H0M0	0.162162162162162	0.777777777777778	0.333333333333333
Q9H0P0	0.940540540540541	1	1
Q9H0P0-1	0.367567567567568	1	1
Q9H0R3	0.221621621621622	0.777777777777778	0.333333333333333
Q9H0R4	0.843243243243243	1	1
Q9H0U3	0.967567567567568	1	1
Q9H0U4	0.994594594594595	1	1
Q9H0U6	0.0918918918918919	0.444444444444444	0.333333333333333
Q9H0V1;Q9H0V1-2	0.243243243243243	1	1
Q9H0V9;Q9H0V9-2	0.637837837837838	1	1
Q9H0W8	0.232432432432432	1	0.777777777777778
Q9H0W9;Q9H0W9-2	0.794594594594595	1	1
Q9H0X4	0.681081081081081	1	1
Q9H0Z9	0.875675675675676	1	1
Q9H115	0.248648648648649	1	0.888888888888889
Q9H173	0.448648648648649	1	0.888888888888889
Q9H1A4	0.454054054054054	1	1
Q9H1B5	0.664864864864865	1	1
Q9H1E1	0.027027027027027	0.111111111111111	0.111111111111111
Q9H1E3;Q9H1E3-2	0.497297297297297	1	0.666666666666667
Q9H1E5	0.551351351351351	1	1
Q9H1H9;Q9H1H9-2;Q9H1H9-3;Q9H1H9-4	0.443243243243243	1	1
Q9H1I8	0.47027027027027	1	1
Q9H1K0	0.286486486486487	1	0.888888888888889
Q9H1P3;Q9H1P3-2	0.562162162162162	1	1
Q9H1R2-3	0.254054054054054	0.666666666666667	0.444444444444444
Q9H1X3;Q9H1X3-2	0.0972972972972973	0.333333333333333	0.111111111111111
Q9H1Y0	0.681081081081081	1	1
Q9H1Z4	0.648648648648649	1	1
Q9H223	0.972972972972973	1	1
Q9H244	0.632432432432433	1	1
Q9H251;Q9H251-2;Q9H251-3;Q9H251-8	0.978378378378378	0.888888888888889	1
Q9H254	0.0486486486486487	0	0
Q9H257-2	0.497297297297297	1	1
Q9H267	0.767567567567568	1	1
Q9H269	0.875675675675676	1	1
Q9H270	0.821621621621622	1	1
Q9H299	1	1	1
Q9H2C0	0.589189189189189	1	1
Q9H2C2	0.189189189189189	0.444444444444444	0.555555555555556
Q9H2D6-5	0.718918918918919	1	1
Q9H2G2;Q9H2G2-2	0.918918918918919	1	1
Q9H2H8	0.389189189189189	1	1
Q9H2I8	0.421621621621622	1	1
Q9H2J4	0.443243243243243	1	1
Q9H2K8	0.989189189189189	1	1
Q9H2M9	0.956756756756757	1	1
Q9H2P9;Q9H2P9-2;Q9H2P9-5;Q9H2P9-6	0.0918918918918919	0	0
Q9H2U1;Q9H2U1-2	0.45945945945946	1	0.888888888888889
Q9H2U2-2	0.772972972972973	1	1
Q9H2U9	0.172972972972973	0.222222222222222	0.333333333333333
Q9H2W6	0.0702702702702703	0.333333333333333	0
Q9H300	0.162162162162162	0.777777777777778	0.111111111111111
Q9H305;Q9H305-2;Q9H305-3	0.740540540540541	1	1
Q9H330	0.767567567567568	1	1
Q9H336	0.437837837837838	1	0.666666666666667
Q9H3F6	0.589189189189189	1	1
Q9H3G5	0.918918918918919	1	1
Q9H3H3;Q9H3H3-1;Q9H3H3-3	0.464864864864865	1	1
Q9H3H5;Q9H3H5-2	0.475675675675676	1	1
Q9H3K2	0.183783783783784	1	0.666666666666667
Q9H3K6	0.724324324324324	1	1
Q9H3N1	1	1	1
Q9H3P7	0.718918918918919	1	1
Q9H3S7	0.967567567567568	1	1
Q9H3U1-2	0.989189189189189	1	1
Q9H3U5	0.832432432432433	1	1
Q9H3Z4;Q9H3Z4-2	0.513513513513514	1	0.777777777777778
Q9H425	0.908108108108108	1	1
Q9H444	0.497297297297297	1	0.888888888888889
Q9H446;Q9H446-2	0.281081081081081	1	0.777777777777778
Q9H469	0.151351351351351	0.888888888888889	0.222222222222222
Q9H479	1	1	1
Q9H488	0.372972972972973	1	0.777777777777778
Q9H492;Q9H492-2	0.551351351351351	1	1
Q9H497	0.983783783783784	1	1
Q9H4A3;Q9H4A3-2;Q9H4A3-5;Q9H4A3-6;Q9H4A3-7	0.994594594594595	1	1
Q9H4A4	0.891891891891892	1	1
Q9H4A5	0.567567567567568	1	1
Q9H4A6	0.616216216216216	1	1
Q9H4A9	0.291891891891892	1	0.555555555555556
Q9H4B6	0.72972972972973	1	1
Q9H4B7	1	1	1
Q9H4E7	0.616216216216216	0.888888888888889	1
Q9H4G4	1	1	1
Q9H4I3	0.308108108108108	1	1
Q9H4I9	0.405405405405405	1	1
Q9H4L5-2	0.551351351351351	1	1
Q9H4M9	1	1	1
Q9H4X1;Q9H4X1-2	0.848648648648649	1	1
Q9H4Y5;Q9H4Y5-2;Q9H4Y5-3	0.0378378378378378	0	0
Q9H553	0.605405405405405	1	1
Q9H5I5-2	0.632432432432433	0.222222222222222	0.777777777777778
Q9H5K3	0.0864864864864865	0.444444444444444	0
Q9H5N1;Q9H5N1-2	0.664864864864865	1	1
Q9H5P4	0.583783783783784	0.555555555555556	0.777777777777778
Q9H5X1	0.508108108108108	1	1
Q9H611;Q9H611-3	0.994594594594595	1	1
Q9H6A0;Q9H6A0-2	0.27027027027027	1	0.555555555555556
Q9H6A9	0.2	1	0.555555555555556
Q9H6D7	0.286486486486487	1	0.666666666666667
Q9H6E4	0.297297297297297	1	0.666666666666667
Q9H6F5	1	1	1
Q9H6H4	0.681081081081081	1	1
Q9H6K4	0.340540540540541	0.888888888888889	0.888888888888889
Q9H6Q3	0.832432432432433	1	1
Q9H6Q4	0.281081081081081	1	0.666666666666667
Q9H6R0	0.286486486486487	0.222222222222222	0.333333333333333
Q9H6R6;Q9H6R6-2	0.248648648648649	1	0.666666666666667
Q9H6S0	0.718918918918919	1	1
Q9H6S1;Q9H6S1-3;Q9H6S1-4;Q9H6S1-5	0.167567567567568	0.444444444444444	0.111111111111111
Q9H6T3;Q9H6T3-2	0.52972972972973	1	1
Q9H6U6;Q9H6U6-2	0.562162162162162	1	1
Q9H6U8;Q9H6U8-3	0.4	1	1
Q9H6V9;Q9H6V9-2	0.556756756756757	1	1
Q9H6X2;Q9H6X2-5	0.972972972972973	1	1
Q9H6Z4;Q9H6Z4-2;Q9H6Z4-3	0.383783783783784	1	0.888888888888889
Q9H773	0.167567567567568	1	0.333333333333333
Q9H7B4	0.556756756756757	1	1
Q9H7C9	0.551351351351351	1	1
Q9H7D0	0.924324324324324	1	1
Q9H7D7-2	0.740540540540541	1	1
Q9H7E2-3	0.227027027027027	1	0.444444444444444
Q9H7J1	0.745945945945946	1	1
Q9H7M9	0.940540540540541	1	1
Q9H7P9	0.172972972972973	1	0.333333333333333
Q9H7Z7	0.627027027027027	1	1
Q9H813;Q9H813-2	0.545945945945946	1	1
Q9H832	0.637837837837838	1	1
Q9H845	0.551351351351351	1	1
Q9H853	0.913513513513514	1	1
Q9H871	0.324324324324324	1	1
Q9H8H3	0.978378378378378	1	1
Q9H8L6	1	1	1
Q9H8M2	0.102702702702703	0.444444444444444	0.222222222222222
Q9H8M7	0.432432432432432	1	1
Q9H8W4	0.897297297297297	1	1
Q9H8Y8;Q9H8Y8-2;Q9H8Y8-3	0.967567567567568	1	1
Q9H900;Q9H900-2	0.0702702702702703	0.444444444444444	0
Q9H910;Q9H910-3	0.821621621621622	1	1
Q9H920	0.216216216216216	1	0.444444444444444
Q9H936	0.281081081081081	1	0.666666666666667
Q9H939	1	1	1
Q9H993	0.589189189189189	1	1
Q9H9A5;Q9H9A5-6	0.45945945945946	1	1
Q9H9A6	0.85945945945946	1	1
Q9H9B4	0.816216216216216	1	1
Q9H9C1	0.805405405405405	1	1
Q9H9E3	0.891891891891892	1	1
Q9H9G7	0.0540540540540541	0	0
Q9H9H4	0.745945945945946	1	1
Q9H9P8	0.886486486486487	1	1
Q9H9Q2	0.475675675675676	1	1
Q9H9Q4;Q9H9Q4-2	0.189189189189189	1	0.333333333333333
Q9H9S4	0.67027027027027	1	0.777777777777778
Q9H9T3-4	0.85945945945946	1	1
Q9H9T3;Q9H9T3-2	0.27027027027027	1	0.666666666666667
Q9HA47	0.52972972972973	1	1
Q9HA64	0.664864864864865	1	1
Q9HA65;Q9HA65-3	0.551351351351351	1	1
Q9HA77	0.437837837837838	1	1
Q9HAB3	0.189189189189189	1	0.555555555555556
Q9HAB8	0.902702702702703	1	1
Q9HAD4	0.4	1	0.888888888888889
Q9HAP2	0.47027027027027	1	1
Q9HAS0	0.351351351351351	1	1
Q9HAT2	0.156756756756757	1	0.444444444444444
Q9HAU0;Q9HAU0-2;Q9HAU0-4;Q9HAU0-6	0.183783783783784	1	0.333333333333333
Q9HAU5	0.551351351351351	1	1
Q9HAV0	0.983783783783784	1	1
Q9HAV4	0.189189189189189	0.666666666666667	0.111111111111111
Q9HAV7	0.45945945945946	1	0.777777777777778
Q9HB07	0.421621621621622	1	1
Q9HB19	0.372972972972973	1	0.777777777777778
Q9HB40	0.886486486486487	1	1
Q9HB71	0.962162162162162	1	1
Q9HB90	0.72972972972973	1	1
Q9HBB8;Q9HBB8-2;Q9HBB8-4	0.524324324324324	0.222222222222222	0.888888888888889
Q9HBE5	0.378378378378378	1	0.888888888888889
Q9HBF4;Q9HBF4-3	0.702702702702703	1	1
Q9HBH0	0.940540540540541	1	1
Q9HBH5	0.67027027027027	1	1
Q9HBI0	0.724324324324324	1	1
Q9HBI1	0.135135135135135	0.444444444444444	0.111111111111111
Q9HBI1-3	1	1	1
Q9HBL0	1	1	1
Q9HBL7	0.810810810810811	1	1
Q9HBM0	0.135135135135135	0.555555555555556	0.333333333333333
Q9HBR0	0.156756756756757	0.777777777777778	0.333333333333333
Q9HBW9	0.302702702702703	0.444444444444444	0.111111111111111
Q9HC07	0.610810810810811	1	1
Q9HC16	0.291891891891892	1	1
Q9HC35	0.902702702702703	1	1
Q9HC38;Q9HC38-2	0.945945945945946	1	1
Q9HC56;Q9HC56-2	0.140540540540541	0.111111111111111	0.111111111111111
Q9HC84	0.0756756756756757	0.222222222222222	0.222222222222222
Q9HCC0	0.45945945945946	1	0.888888888888889
Q9HCE0	0.356756756756757	1	0.777777777777778
Q9HCE1	0.248648648648649	1	0.888888888888889
Q9HCG7	0.740540540540541	1	1
Q9HCH0	0.27027027027027	1	0.666666666666667
Q9HCJ3;Q9HCJ3-2	0.12972972972973	0.555555555555556	0.555555555555556
Q9HCL0;Q9HCL0-2	0.810810810810811	0.888888888888889	0.777777777777778
Q9HCM2	0.945945945945946	1	1
Q9HCN6;Q9HCN6-2	0.956756756756757	1	1
Q9HCN8	0.556756756756757	1	1
Q9HCP0;Q9HCP0-2	0.691891891891892	1	1
Q9HCU0	0.643243243243243	0.555555555555556	1
Q9HCU5	0.891891891891892	1	1
Q9HD15	0.47027027027027	1	0.888888888888889
Q9HD20	0.897297297297297	1	1
Q9HD26;Q9HD26-2	0.675675675675676	1	1
Q9HD33;Q9HD33-2	0.227027027027027	1	0.666666666666667
Q9HD34	0.0810810810810811	0.333333333333333	0.222222222222222
Q9HD40	0.6	1	1
Q9HD42	0.783783783783784	1	1
Q9HD45	0.935135135135135	1	1
Q9HDC9	1	1	1
Q9NNX6;Q9NNX6-2;Q9NNX6-6	0.945945945945946	1	1
Q9NP55;Q9NP55-2	0.416216216216216	0.111111111111111	0.444444444444444
Q9NP58-4	1	1	1
Q9NP59	0.232432432432432	0.666666666666667	0.444444444444444
Q9NP61	0.524324324324324	1	1
Q9NP72	1	1	1
Q9NP73	0.210810810810811	1	0.444444444444444
Q9NP78;Q9NP78-2;Q9NP78-3;Q9NP78-5;Q9NP78-6	0.864864864864865	0.666666666666667	0.888888888888889
Q9NP79	0.994594594594595	1	1
Q9NP80	0.783783783783784	1	1
Q9NP81	0.318918918918919	1	0.777777777777778
Q9NP90	0.2	1	0.666666666666667
Q9NP97	0.6	1	1
Q9NPA0	0.632432432432433	1	1
Q9NPA2	0.951351351351351	1	1
Q9NPB8	0.567567567567568	1	1
Q9NPD3	0.291891891891892	1	0.777777777777778
Q9NPF2;Q9NPF2-2	0.416216216216216	1	0.888888888888889
Q9NPF4	0.664864864864865	1	1
Q9NPG3;Q9NPG3-2	0.243243243243243	1	0.444444444444444
Q9NPG4	0.983783783783784	1	1
Q9NPH0	0.205405405405405	1	0.666666666666667
Q9NPH2	0.437837837837838	1	1
Q9NPH3	1	1	1
Q9NPI6;Q9NPI6-2	0.502702702702703	1	1
Q9NPJ3	0.756756756756757	1	1
Q9NPQ8;Q9NPQ8-4	0.87027027027027	1	1
Q9NPR2;Q9NPR2-2	0.454054054054054	1	0.666666666666667
Q9NPR9	0.0972972972972973	0.222222222222222	0
Q9NPY3	0.372972972972973	1	0.333333333333333
Q9NQ11;Q9NQ11-3	0.502702702702703	1	1
Q9NQ34;Q9NQ34-2	0.535135135135135	1	1
Q9NQ38;Q9NQ38-3	0.0648648648648649	0.222222222222222	0.222222222222222
Q9NQ48;Q9NQ48-2	0.108108108108108	0.555555555555556	0.111111111111111
Q9NQ50	0.2	1	0.444444444444444
Q9NQ75	0.989189189189189	1	1
Q9NQ79-2	1	1	1
Q9NQ89	0.383783783783784	1	0.888888888888889
Q9NQ94-6	0.0432432432432432	0	0
Q9NQC3-2	0.151351351351351	0.666666666666667	0.111111111111111
Q9NQC3-3	1	1	1
Q9NQC3-5	1	1	1
Q9NQC7;Q9NQC7-2	0.740540540540541	1	1
Q9NQE9	0.254054054054054	1	0.444444444444444
Q9NQG6	0.394594594594595	1	1
Q9NQG7-3;Q9NQG7-4	0.681081081081081	1	1
Q9NQH7;Q9NQH7-2;Q9NQH7-4	0.627027027027027	0.444444444444444	0.666666666666667
Q9NQP4	0.291891891891892	1	0.888888888888889
Q9NQR4	0.783783783783784	1	1
Q9NQS1	0.454054054054054	1	0.888888888888889
Q9NQT8	0.87027027027027	1	1
Q9NQW7-3	0.989189189189189	1	1
Q9NQX3;Q9NQX3-2	0.254054054054054	1	0.777777777777778
Q9NR09	0.805405405405405	1	1
Q9NR12	0.994594594594595	1	1
Q9NR12-2	0.935135135135135	1	1
Q9NR19;Q9NR19-2	0.810810810810811	1	1
Q9NR28;Q9NR28-2	0.621621621621622	1	1
Q9NR31	1	1	1
Q9NR34	0.713513513513514	0.777777777777778	0.666666666666667
Q9NR45	0.589189189189189	1	1
Q9NR46	0.962162162162162	1	1
Q9NR50	0.864864864864865	1	1
Q9NR56;Q9NR56-2;Q9NR56-5;Q9NR56-6;Q9NR56-7	0.967567567567568	1	1
Q9NR77	0.183783783783784	0.777777777777778	0.444444444444444
Q9NR81	0.135135135135135	0.888888888888889	0.444444444444444
Q9NR96-4	0.189189189189189	0.444444444444444	0.333333333333333
Q9NRA1	1	1	1
Q9NRA2	0.627027027027027	1	1
Q9NRA8;Q9NRA8-3	0.897297297297297	1	1
Q9NRB3	0.194594594594595	0.777777777777778	0.444444444444444
Q9NRD5	0.237837837837838	1	0.888888888888889
Q9NRF8	0.875675675675676	1	1
Q9NRG1	0.783783783783784	1	1
Q9NRG7	0.610810810810811	1	0.888888888888889
Q9NRG9	0.0540540540540541	0.333333333333333	0.222222222222222
Q9NRH2	0.291891891891892	0.888888888888889	0.666666666666667
Q9NRK6	0.664864864864865	1	1
Q9NRL3;Q9NRL3-3	0.908108108108108	1	1
Q9NRN5	0.324324324324324	0.444444444444444	0.444444444444444
Q9NRN7	0.551351351351351	1	1
Q9NRP0	0.637837837837838	1	1
Q9NRP2	0.167567567567568	0.888888888888889	0.333333333333333
Q9NRQ2	0.454054054054054	0.888888888888889	0.777777777777778
Q9NRR3	0.502702702702703	1	1
Q9NRR5	0.318918918918919	1	0.555555555555556
Q9NRS6	0.32972972972973	1	0.666666666666667
Q9NRV9	0.664864864864865	1	1
Q9NRW1	1	1	1
Q9NRW3	0.140540540540541	1	0
Q9NRW4	0.664864864864865	1	1
Q9NRW7	0.945945945945946	1	1
Q9NRX2	0.221621621621622	1	0.555555555555556
Q9NRX6	0.589189189189189	1	1
Q9NRY4	0.481081081081081	1	1
Q9NRY5	0.989189189189189	1	1
Q9NRY6	0.216216216216216	0.777777777777778	0.444444444444444
Q9NRZ5	0.443243243243243	1	1
Q9NRZ7	0.686486486486487	1	1
Q9NS00	0.237837837837838	0.888888888888889	0.777777777777778
Q9NS28	0.92972972972973	1	1
Q9NS69	0.518918918918919	1	1
Q9NS86	0.8	1	1
Q9NSB2	0.745945945945946	0.888888888888889	0.888888888888889
Q9NSB8;Q9NSB8-2	0.394594594594595	1	0.888888888888889
Q9NSD9	0.924324324324324	1	1
Q9NSE4	0.45945945945946	1	0.888888888888889
Q9NSK0-3	0.67027027027027	1	1
Q9NSK7-3;Q9NSK7-4	0.151351351351351	1	0.111111111111111
Q9NSU2;Q9NSU2-1;Q9NSU2-2	0.194594594594595	0.888888888888889	0.444444444444444
Q9NSY0	0.194594594594595	0.888888888888889	0.333333333333333
Q9NSY1	0.848648648648649	1	1
Q9NT62	0.854054054054054	1	1
Q9NTG7;Q9NTG7-2	0.189189189189189	1	0.333333333333333
Q9NTJ3	0.286486486486487	0.777777777777778	0.777777777777778
Q9NTJ4;Q9NTJ4-2;Q9NTJ4-4	0.621621621621622	1	1
Q9NTJ5	1	1	1
Q9NTK5	0.994594594594595	1	1
Q9NTK5-2	1	1	1
Q9NTX5	0.827027027027027	1	1
Q9NTZ6	0.243243243243243	0.666666666666667	0.333333333333333
Q9NUB1;Q9NUB1-2	0.821621621621622	1	1
Q9NUD5	0.0756756756756757	0.444444444444444	0
Q9NUI1	0.416216216216216	1	0.888888888888889
Q9NUJ1	0.551351351351351	1	1
Q9NUJ3	0.52972972972973	1	0.888888888888889
Q9NUL3;Q9NUL3-2;Q9NUL3-3;Q9NUL3-6;Q9NUL3-7;Q9NUL3-8	0.140540540540541	0.777777777777778	0.444444444444444
Q9NUL5;Q9NUL5-3;Q9NUL5-4	0.232432432432432	1	0.222222222222222
Q9NUP1	0.427027027027027	1	1
Q9NUP9	0.545945945945946	1	1
Q9NUQ2	0.610810810810811	1	1
Q9NUQ7	0.421621621621622	1	1
Q9NUQ8	0.318918918918919	1	0.888888888888889
Q9NUQ9	0.962162162162162	1	1
Q9NUS5	0.383783783783784	0.666666666666667	0.888888888888889
Q9NUT2;Q9NUT2-2	0.778378378378378	0.777777777777778	1
Q9NUU7	0.816216216216216	1	1
Q9NUY8	0.848648648648649	1	1
Q9NV70-2	0.85945945945946	1	1
Q9NV96;Q9NV96-2	0.85945945945946	1	1
Q9NVA1;Q9NVA1-4	0.027027027027027	0	0
Q9NVA2	1	1	1
Q9NVE7	0.605405405405405	1	1
Q9NVG8	0.864864864864865	1	1
Q9NVH0	0.189189189189189	0.666666666666667	0.555555555555556
Q9NVH1	0.740540540540541	1	1
Q9NVH2;Q9NVH2-2;Q9NVH2-3	0.551351351351351	0.888888888888889	0.888888888888889
Q9NVI7-2	0.864864864864865	1	1
Q9NVJ2	1	1	1
Q9NVK5-2	0.85945945945946	1	1
Q9NVM1	0.194594594594595	0.777777777777778	0.111111111111111
Q9NVR0	0.12972972972973	0.333333333333333	0.222222222222222
Q9NVS9;Q9NVS9-3	0.540540540540541	1	1
Q9NVT9	0.810810810810811	1	1
Q9NVX0	0.0918918918918919	0.666666666666667	0.444444444444444
Q9NVZ3	0.637837837837838	1	1
Q9NW15	0.875675675675676	1	1
Q9NW61	0.216216216216216	0.888888888888889	0.666666666666667
Q9NW64;Q9NW64-2	0.994594594594595	1	1
Q9NW68	0.551351351351351	1	1
Q9NWQ8	0.702702702702703	1	1
Q9NWS0	0.367567567567568	1	0.888888888888889
Q9NWS8	0.108108108108108	0.333333333333333	0.111111111111111
Q9NWT6	0.572972972972973	1	1
Q9NWU2	0.351351351351351	1	0.777777777777778
Q9NWU5	0.243243243243243	1	0.777777777777778
